ABEV3;55;0,41818181818181815;1161,4621460519888;0,16146214605198894;0,35266456341762886;0,18013573357267942;-0,09031414749972533
B3SA3;69;0,2898550724637681;1658,236547197313;0,6582365471973131;5,73063673550696;0,4744456613086303;-0,12357578925034352
BBAS3;56;0,39285714285714285;2665,5601015300144;1,6655601015300143;1,0302746015878999;0,5396853091919842;-0,17564675893158233
BBDC4;58;0,3620689655172414;2321,0322171084845;1,3210322171084843;1,0652549696816318;0,5329266522158242;-0,12104906293798812
BPAC11;43;0,4186046511627907;3518,1093187957663;2,518109318795766;6,976715504067416;0,9521240660645491;-0,16252448218264126
CSNA3;61;0,39344262295081966;12855,543732969463;11,855543732969464;10,00260950554366;0,8850930626309164;-0,24181357410064697
GGBR4;55;0,45454545454545453;5724,915187262299;4,724915187262299;2,6187187300386356;0,519801999597677;-0,13422856472375344
GNDI3;33;0,5151515151515151;1645,3741022276615;0,6453741022276616;3,2586447002861654;0,18621470552672492;-0,06884861144895404
ITUB4;65;0,36923076923076925;1822,1855470231858;0,8221855470231858;1,1523912836126198;0,3603406695501259;-0,10214137824617509
JBSS3;61;0,4098360655737705;1265,3000598615074;0,2653000598615074;2,1130066719790785;0,33146435185181944;-0,18174659798687043
LREN3;73;0,3835616438356164;1081,0956816100386;0,08109568161003855;2,937886722104512;0,2582953848648042;-0,1300640062854711
MGLU3;57;0,43859649122807015;14963,392007052096;13,963392007052096;97,18272867250917;1,1236922601331885;-0,3548319993372997
NTCO3;14;0,2857142857142857;1065,0371668892044;0,06503716688920447;0,5441536740121509;0,14767419308071394;-0,055742935564306983
PETR4;57;0,38596491228070173;6757,944848218034;5,757944848218034;2,5033349742421422;0,7605935783931779;-0,14412417003661493
PRIO3;59;0,4406779661016949;19557,36076066249;18,55736076066249;43,295454265288086;1,2938893966749743;-0,1666666518837685
SUZB3;40;0,325;1375,9143791546628;0,37591437915466286;2,177996130380104;0,5708731774680862;-0,15146257255991313
USIM5;54;0,4444444444444444;8591,583129622099;7,591583129622098;3,158783165957731;0,8235291350988563;-0,25806458998441517
VALE3;60;0,4166666666666667;4446,851274678061;3,4468512746780604;5,9872013451061505;0,6970922652727711;-0,16712548716376785
VVAR3;56;0,375;4600,756818283581;3,600756818283581;1,413061124195146;1,025114076210769;-0,2733445998595395
WEGE3;58;0,4827586206896552;5028,197729241406;4,0281977292414055;5,376623117611459;0,34566033829234155;-0,0910389000907944
